                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    138,                0.52071,                0.36032,                0.80954,                 0.9012,                0.93323,                0.94029,                0.78781,                 0.5844,                0.48584,                0.84621,             0.00048607,             0.00048607,             0.00048607
                    139,                0.49629,                0.34675,                0.80752,                0.94235,                0.93275,                0.95227,                0.77727,                0.62513,                0.43697,                0.85345,             0.00048475,             0.00048475,             0.00048475
                    140,                0.50362,                  0.354,                0.80602,                0.93629,                0.94211,                0.95301,                0.78727,                0.59471,                0.42458,                 0.8513,             0.00048343,             0.00048343,             0.00048343
                    141,                0.51773,                0.34811,                0.81753,                0.93409,                 0.9482,                 0.9488,                0.78717,                 0.6102,                 0.4394,                0.85354,             0.00048211,             0.00048211,             0.00048211
                    142,                 0.5129,                0.36027,                0.81379,                0.93444,                0.93373,                0.94302,                0.78371,                0.61602,                0.43976,                0.85354,             0.00048079,             0.00048079,             0.00048079
                    143,                0.49383,                0.34347,                0.80605,                0.92997,                0.93985,                0.95032,                0.78228,                 0.6034,                0.43295,                0.85114,             0.00047947,             0.00047947,             0.00047947
                    144,                0.51369,                0.34301,                0.81031,                0.94946,                0.93948,                0.95517,                0.80022,                0.58593,                0.40469,                0.84805,             0.00047815,             0.00047815,             0.00047815
                    145,                0.50344,                0.34162,                0.79849,                0.93205,                0.93719,                0.95399,                0.78917,                0.59248,                0.43436,                0.85136,             0.00047682,             0.00047682,             0.00047682
                    146,                0.52052,                0.35014,                0.81288,                0.94605,                0.91314,                0.95119,                0.78745,                0.59406,                0.43441,                0.84964,              0.0004755,              0.0004755,              0.0004755
                    147,                0.50373,                 0.3535,                 0.8107,                 0.9383,                0.92848,                0.95168,                0.79154,                0.57263,                0.42044,                0.85031,             0.00047418,             0.00047418,             0.00047418
                    148,                0.50339,                0.34518,                0.80593,                0.93239,                0.92516,                0.94614,                0.78001,                0.60398,                0.43676,                0.84969,             0.00047286,             0.00047286,             0.00047286
                    149,                0.51309,                0.35222,                0.81204,                0.92331,                0.93871,                0.94883,                 0.7866,                0.59937,                0.43388,                0.84857,             0.00047154,             0.00047154,             0.00047154
                    150,                0.52603,                0.36013,                0.81045,                0.94016,                0.93793,                0.95047,                0.78152,                0.61149,                 0.4472,                0.84863,             0.00047022,             0.00047022,             0.00047022
                    151,                0.50772,                0.34223,                0.80917,                0.94485,                0.93398,                0.94863,                0.78889,                0.57949,                0.43531,                0.84584,              0.0004689,              0.0004689,              0.0004689
